Status,cap-shape,cap-surface,bruises?,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,ring-number,ring-type,habitat
p,k,y,f,n,f,c,n,e,k,y,w,o,e,d
p,f,s,t,f,f,c,b,t,s,f,w,o,p,u
p,f,s,t,f,f,c,b,t,f,f,w,o,p,u
e,x,y,f,n,f,w,n,e,f,s,w,o,e,l
p,x,s,t,f,f,c,b,t,s,s,w,o,p,u
p,x,y,f,s,f,c,n,t,k,k,w,o,e,p
p,f,y,t,n,f,c,b,e,s,s,w,t,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
e,x,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,t,n,f,c,b,e,s,s,w,t,p,g
p,x,f,f,n,f,c,n,e,k,y,w,o,e,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
e,f,f,f,n,f,w,n,e,f,f,w,o,e,l
e,x,f,f,n,f,w,n,e,f,s,w,o,e,l
p,x,y,f,y,f,c,n,t,s,k,w,o,e,l
p,f,s,t,f,f,c,b,t,f,s,w,o,p,u
p,x,s,t,f,f,c,b,t,f,f,w,o,p,u
p,f,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,s,t,f,f,c,b,t,f,f,w,o,p,g
e,x,y,f,n,f,c,n,e,s,f,w,o,f,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,f,s,t,f,f,c,b,t,f,s,w,o,p,u
p,x,y,f,f,f,c,n,t,s,s,w,o,e,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
p,f,s,t,f,f,c,b,t,f,f,w,o,p,u
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,x,y,f,f,f,c,n,t,s,s,w,o,e,d
p,x,y,f,n,f,c,n,e,k,y,w,o,e,d
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,f,s,t,f,f,c,b,t,s,f,w,o,p,u
p,x,y,f,y,f,c,n,t,k,s,w,o,e,l
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,f,s,t,f,f,c,b,t,s,s,w,o,p,u
p,f,s,t,n,f,c,b,e,s,s,w,t,p,m
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
p,x,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,s,t,f,f,c,b,t,f,s,w,o,p,g
p,x,s,t,f,f,c,b,t,f,f,w,o,p,g
p,x,y,f,f,f,c,n,t,s,s,w,o,e,d
p,b,y,t,n,f,c,b,e,s,s,w,t,p,m
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
e,x,y,t,n,f,c,b,e,s,s,w,t,e,w
p,x,y,f,s,f,c,n,t,s,k,w,o,e,p
p,x,y,f,f,f,c,b,e,k,k,w,o,l,p
p,x,s,t,f,f,c,b,t,s,f,w,o,p,u
e,f,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,f,s,w,o,p,u
e,x,f,f,n,f,w,n,e,f,f,w,o,e,l
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
e,x,y,f,n,f,w,n,e,f,f,w,o,e,l
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,s,s,w,o,p,u
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
e,k,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,s,f,w,o,p,g
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
p,x,s,t,f,f,c,b,t,f,f,w,o,p,g
p,b,y,f,n,f,c,n,e,k,y,w,o,e,d
p,x,s,t,f,f,c,b,t,s,s,w,o,p,u
p,x,f,f,f,f,c,b,e,k,k,w,o,l,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,b,f,f,n,f,c,n,e,k,y,w,o,e,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
e,f,y,f,n,f,w,n,e,s,s,w,o,e,l
p,x,y,f,y,f,c,n,t,k,k,w,o,e,d
p,f,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,y,f,f,f,c,n,t,k,k,w,o,e,p
p,b,y,t,n,f,c,b,e,s,s,w,t,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,x,s,t,f,f,c,b,t,s,f,w,o,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,s,t,f,f,c,b,t,f,s,w,o,p,g
p,f,s,t,f,f,c,b,t,s,s,w,o,p,u
p,x,y,f,y,f,c,n,t,k,k,w,o,e,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
e,x,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
e,x,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,f,s,w,o,p,u
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
e,f,s,t,n,f,c,b,e,s,s,w,t,e,w
e,x,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
p,b,y,t,n,f,c,b,e,s,s,w,t,p,m
p,f,s,t,f,f,c,b,t,s,f,w,o,p,u
p,f,s,t,f,f,c,b,t,f,s,w,o,p,g
p,x,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,f,f,f,f,c,b,e,k,k,w,o,l,p
p,f,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
e,f,y,f,n,f,c,n,e,s,f,w,o,f,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
p,x,y,f,f,f,c,n,t,s,k,w,o,e,d
p,x,s,t,f,f,c,b,t,f,s,w,o,p,g
e,x,f,f,n,f,w,n,e,f,s,w,o,e,l
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
e,x,y,f,n,f,c,n,e,s,f,w,o,f,d
p,x,f,f,f,f,c,b,e,k,k,w,o,l,p
p,f,f,f,f,f,c,b,e,k,k,w,o,l,g
p,f,y,t,n,f,c,b,e,s,s,w,t,p,m
p,x,y,f,y,f,c,n,t,k,k,w,o,e,d
p,x,y,f,s,f,c,n,t,k,k,w,o,e,l
p,x,y,f,f,f,c,b,e,k,k,w,o,l,p
e,x,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,f,f,w,o,p,g
p,x,s,t,f,f,c,b,t,s,f,w,o,p,g
p,x,y,f,y,f,c,n,t,k,s,w,o,e,p
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
p,x,y,f,y,f,c,n,t,k,s,w,o,e,p
p,f,s,t,f,f,c,b,t,f,f,w,o,p,g
p,x,s,t,f,f,c,b,t,s,s,w,o,p,u
p,x,s,t,f,f,c,b,t,s,f,w,o,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
p,x,y,f,f,f,c,b,e,k,k,w,o,l,g
p,x,s,t,f,f,c,b,t,f,f,w,o,p,u
p,f,s,t,f,f,c,b,t,f,f,w,o,p,u
p,f,s,t,f,f,c,b,t,f,s,w,o,p,u
p,f,f,f,f,f,c,b,e,k,k,w,o,l,g
p,f,s,t,f,f,c,b,t,f,f,w,o,p,g
p,x,y,f,s,f,c,n,t,s,k,w,o,e,d
p,x,s,t,f,f,c,b,t,s,s,w,o,p,g
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,t,n,f,c,b,e,s,s,w,t,p,m
p,x,y,f,y,f,c,n,t,s,s,w,o,e,p
e,k,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,s,s,w,o,p,u
p,f,s,t,f,f,c,b,t,s,s,w,o,p,u
p,x,y,f,y,f,c,n,t,k,k,w,o,e,d
p,x,s,t,f,f,c,b,t,f,s,w,o,p,g
p,x,y,f,y,f,c,n,t,s,s,w,o,e,l
p,b,s,t,n,f,c,b,e,s,s,w,t,p,g
p,x,y,f,y,f,c,n,t,k,s,w,o,e,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,x,y,f,f,f,c,b,e,k,k,w,o,l,d
p,x,y,f,f,f,c,b,e,k,k,w,o,l,g
p,f,y,t,n,f,c,b,e,s,s,w,t,p,m
p,f,s,t,f,f,c,b,t,f,f,w,o,p,g
e,k,y,t,n,f,c,b,e,s,s,w,t,e,w
p,x,s,t,f,f,c,b,t,f,s,w,o,p,g
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
p,f,s,t,f,f,c,b,t,s,f,w,o,p,u
p,x,y,f,y,f,c,n,t,k,s,w,o,e,p
p,x,f,f,f,f,c,b,e,k,k,w,o,l,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,x,y,f,f,f,c,b,e,k,k,w,o,l,p
e,x,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,x,y,f,s,f,c,n,t,k,k,w,o,e,d
p,x,s,t,f,f,c,b,t,f,f,w,o,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,d
e,k,y,t,n,f,c,b,e,s,s,w,t,e,w
p,f,y,t,n,f,c,b,e,s,s,w,t,p,m
p,f,y,t,n,f,c,b,e,s,s,w,t,p,m
p,f,y,f,f,f,c,b,e,k,k,w,o,l,p
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
e,f,y,f,n,f,c,n,e,s,f,w,o,f,d
p,x,s,t,f,f,c,b,t,s,f,w,o,p,g
p,x,s,t,f,f,c,b,t,f,f,w,o,p,g
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
p,x,y,f,y,f,c,n,t,s,k,w,o,e,p
e,k,y,t,n,f,c,b,e,s,s,w,t,e,w
e,k,s,t,n,f,c,b,e,s,s,w,t,e,w
e,x,y,t,n,f,c,b,e,s,s,w,t,e,w
p,x,s,t,f,f,c,b,t,s,s,w,o,p,g
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
p,x,y,f,y,f,c,n,t,s,k,w,o,e,l
p,c,y,t,n,f,w,n,e,s,s,w,o,p,l
p,f,s,t,f,f,c,b,t,f,f,w,o,p,g
p,f,s,t,f,f,c,b,t,s,f,w,o,p,g
p,x,y,f,y,f,c,n,t,k,k,w,o,e,l
p,x,s,t,f,f,c,b,t,s,s,w,o,p,g
p,x,y,f,s,f,c,n,t,k,s,w,o,e,d
e,x,y,t,n,f,c,b,e,s,s,w,t,e,w
e,f,y,f,n,f,c,n,e,s,f,w,o,f,d
p,f,y,f,f,f,c,b,e,k,k,w,o,l,g
p,x,y,f,y,f,c,n,t,s,k,w,o,e,d
p,x,f,f,f,f,c,b,e,k,k,w,o,l,d
p,x,y,f,s,f,c,n,t,k,s,w,o,e,l
p,x,s,t,f,f,c,b,t,s,f,w,o,p,u
p,x,y,f,s,f,c,n,t,k,k,w,o,e,d
e,k,f,f,n,f,w,n,e,s,f,w,o,e,l
p,x,s,t,f,f,c,b,t,f,s,w,o,p,u
p,f,s,f,f,f,c,n,t,s,s,w,o,e,l
p,f,y,f,f,f,c,n,t,k,s,w,o,e,d
p,x,y,f,s,f,c,n,t,s,k,w,o,e,l
p,x,y,f,s,f,c,n,t,s,k,w,o,e,l
p,x,s,f,f,f,c,n,t,s,s,w,o,e,l
p,x,s,f,f,f,c,n,t,s,s,w,o,e,l
p,k,s,f,s,f,c,n,t,k,k,w,o,e,p
e,x,s,t,n,f,c,b,e,s,s,w,t,p,p
p,x,s,f,y,f,c,n,t,s,k,w,o,e,p
p,f,s,f,y,f,c,n,t,s,s,w,o,e,d
p,f,y,f,f,f,c,n,t,k,s,w,o,e,d
p,x,s,f,s,f,c,n,t,s,s,w,o,e,l
p,f,s,f,s,f,c,n,t,s,k,w,o,e,d
p,x,s,f,f,f,c,n,t,k,k,w,o,e,l
p,f,y,f,y,f,c,n,t,k,k,w,o,e,p
p,k,y,f,s,f,c,n,t,k,k,w,o,e,d
p,x,s,f,s,f,c,n,t,s,k,w,o,e,p
p,f,y,f,f,f,c,n,t,k,s,w,o,e,d
p,x,y,f,s,f,c,n,t,s,k,w,o,e,p
p,f,y,f,s,f,c,n,t,k,k,w,o,e,d
p,x,y,f,y,f,c,n,t,s,k,w,o,e,d
p,f,y,f,y,f,c,n,t,k,s,w,o,e,l
p,f,y,f,s,f,c,n,t,s,s,w,o,e,d
p,f,s,f,s,f,c,n,t,s,k,w,o,e,l
p,k,y,f,y,f,c,n,t,k,k,w,o,e,l
p,x,s,f,f,f,c,n,t,s,k,w,o,e,p
e,k,s,f,n,f,w,b,e,k,s,w,t,p,g
p,x,s,f,y,f,c,n,t,k,s,w,o,e,l
p,f,s,f,s,f,c,n,t,s,k,w,o,e,d
p,f,s,f,y,f,c,n,t,s,k,w,o,e,d
p,f,s,f,s,f,c,n,t,k,k,w,o,e,l
p,f,y,f,s,f,c,n,t,k,s,w,o,e,p
p,x,s,f,y,f,c,n,t,s,s,w,o,e,p
p,x,s,f,s,f,c,n,t,s,k,w,o,e,p
p,x,s,f,y,f,c,n,t,s,s,w,o,e,d
p,x,s,f,f,f,c,n,t,k,s,w,o,e,p
p,f,s,f,s,f,c,n,t,s,s,w,o,e,d
p,x,s,f,s,f,c,n,t,s,k,w,o,e,p
p,x,s,f,f,f,c,n,t,s,k,w,o,e,l
p,f,s,f,s,f,c,n,t,s,k,w,o,e,l
p,k,y,f,y,f,c,n,t,k,s,w,o,e,d
p,x,y,f,s,f,c,n,t,k,s,w,o,e,p
p,x,s,f,f,f,c,n,t,k,s,w,o,e,l
p,x,s,f,f,f,c,n,t,k,k,w,o,e,p
e,b,s,f,n,f,w,b,e,k,k,w,t,p,g
p,f,s,f,s,f,c,n,t,k,k,w,o,e,p
p,x,s,f,y,f,c,n,t,s,s,w,o,e,l
p,x,y,f,f,f,c,n,t,s,k,w,o,e,d
p,f,y,f,f,f,c,n,t,s,s,w,o,e,p
p,f,s,f,y,f,c,n,t,k,s,w,o,e,l
p,f,y,f,s,f,c,n,t,s,k,w,o,e,d
p,f,y,f,f,f,c,n,t,k,k,w,o,e,d
p,f,s,f,f,f,c,n,t,s,s,w,o,e,d
p,x,y,f,f,f,c,n,t,s,s,w,o,e,l
p,f,s,f,s,f,c,n,t,k,s,w,o,e,d
p,x,s,f,y,f,c,n,t,k,s,w,o,e,l
p,f,s,f,s,f,c,n,t,k,s,w,o,e,p
p,x,s,f,s,f,c,n,t,s,s,w,o,e,d
p,x,s,f,y,f,c,n,t,s,s,w,o,e,d
p,f,y,f,f,f,c,n,t,s,s,w,o,e,d
p,k,y,f,y,f,c,n,t,k,k,w,o,e,l
p,f,s,f,y,f,c,n,t,k,s,w,o,e,p
p,f,y,f,f,f,c,n,t,s,k,w,o,e,p
p,f,s,f,y,f,c,n,t,k,k,w,o,e,l
p,x,s,f,f,f,c,n,t,s,k,w,o,e,l
p,f,s,f,f,f,c,n,t,s,k,w,o,e,p
p,x,s,f,f,f,c,n,t,s,k,w,o,e,d
p,f,y,f,s,f,c,n,t,s,s,w,o,e,d
p,x,s,f,y,f,c,n,t,k,k,w,o,e,p
p,f,s,f,s,f,c,n,t,s,k,w,o,e,p
p,f,s,f,f,f,c,n,t,k,s,w,o,e,p
p,x,s,f,y,f,c,n,t,s,k,w,o,e,p
p,x,s,f,s,f,c,n,t,s,s,w,o,e,d
p,f,s,f,s,f,c,n,t,s,k,w,o,e,d
p,x,s,f,f,f,c,n,t,s,k,w,o,e,l
p,x,s,f,s,f,c,n,t,k,s,w,o,e,l
p,f,s,f,f,f,c,n,t,k,k,w,o,e,d
p,x,y,f,s,f,c,n,t,s,k,w,o,e,l
p,x,s,f,y,f,c,n,t,s,k,w,o,e,p
p,x,y,f,s,f,c,n,t,s,s,w,o,e,p
p,f,s,f,y,f,c,n,t,k,k,w,o,e,l
p,x,s,f,s,f,c,n,t,k,s,w,o,e,d
p,f,y,f,f,f,c,n,t,s,s,w,o,e,l
p,x,s,f,f,f,c,n,t,k,s,w,o,e,l
p,x,s,f,s,f,c,n,t,k,s,w,o,e,l
p,f,s,f,y,f,c,n,t,k,s,w,o,e,d
p,x,s,f,s,f,c,n,t,s,k,w,o,e,d
p,f,s,f,y,f,c,n,t,k,k,w,o,e,l
p,x,y,f,s,f,c,n,t,k,k,w,o,e,p
p,f,y,f,y,f,c,n,t,k,k,w,o,e,d
p,x,y,f,s,f,c,n,t,k,k,w,o,e,p
p,k,y,f,y,f,c,n,t,k,k,w,o,e,l
p,f,y,f,y,f,c,n,t,s,s,w,o,e,l
p,x,y,f,f,f,c,n,t,s,s,w,o,e,l
p,f,s,f,y,f,c,n,t,s,s,w,o,e,p
p,x,s,f,s,f,c,n,t,k,k,w,o,e,d
p,f,s,f,y,f,c,n,t,k,s,w,o,e,d
e,x,f,f,n,f,w,b,e,k,k,w,t,p,g
p,x,s,f,y,f,c,n,t,s,k,w,o,e,p
p,f,s,f,f,f,c,n,t,s,k,w,o,e,l
p,f,s,f,s,f,c,n,t,s,s,w,o,e,p
p,x,s,f,f,f,c,n,t,s,k,w,o,e,l
p,x,s,f,y,f,c,n,t,k,s,w,o,e,l
p,x,s,f,s,f,c,n,t,k,s,w,o,e,l
p,f,y,f,y,f,c,n,t,k,s,w,o,e,d
e,b,f,f,n,f,w,b,e,s,s,w,t,p,g
p,f,y,f,s,f,c,n,t,k,s,w,o,e,d
p,f,y,f,f,f,c,n,t,s,k,w,o,e,d
p,f,y,f,s,f,c,n,t,s,s,w,o,e,d
p,f,s,f,f,f,c,n,t,s,k,w,o,e,l
p,f,y,f,f,f,c,n,t,s,k,w,o,e,d
p,x,y,f,s,f,c,n,t,k,s,w,o,e,d
p,f,y,f,s,f,c,n,t,s,s,w,o,e,l
p,x,s,f,y,f,c,n,t,s,k,w,o,e,d
p,f,y,f,f,f,c,n,t,s,s,w,o,e,d
e,k,f,f,n,f,w,b,e,k,s,w,t,p,g
e,b,s,f,n,a,c,b,e,s,s,n,o,p,l
p,f,s,f,s,f,c,n,t,s,s,w,o,e,l
p,x,s,f,s,f,c,n,t,s,s,w,o,e,p
p,f,y,f,s,f,c,n,t,s,s,w,o,e,l
p,f,s,f,s,f,c,n,t,k,s,w,o,e,l
p,f,y,f,y,f,c,n,t,s,s,w,o,e,l
p,f,s,f,f,f,c,n,t,s,s,w,o,e,d
p,f,y,f,y,f,c,n,t,s,s,w,o,e,p
p,f,y,f,f,f,c,n,t,k,k,w,o,e,l
p,f,s,f,s,f,c,n,t,k,k,w,o,e,l
p,x,s,f,y,f,c,n,t,s,k,w,o,e,d
e,x,f,f,n,f,w,b,e,s,k,w,t,p,g
p,f,s,f,f,f,c,n,t,s,s,w,o,e,p
p,x,s,f,y,f,c,n,t,k,s,w,o,e,l
p,x,s,f,y,f,c,n,t,k,s,w,o,e,d
p,x,s,f,y,f,c,n,t,k,s,w,o,e,l
p,x,s,f,f,f,c,n,t,k,k,w,o,e,d
p,k,y,f,y,f,c,n,t,k,k,w,o,e,d
p,f,s,f,y,f,c,n,t,k,k,w,o,e,p
p,x,y,f,y,f,c,n,t,s,s,w,o,e,p
p,f,s,f,y,f,c,n,t,s,s,w,o,e,p
p,f,s,f,f,f,c,n,t,s,k,w,o,e,d
p,x,s,f,s,f,c,n,t,s,k,w,o,e,l
p,x,s,f,f,f,c,n,t,s,s,w,o,e,d
p,x,y,f,s,f,c,n,t,s,s,w,o,e,l
p,f,s,f,f,f,c,n,t,s,s,w,o,e,d
p,f,s,f,s,f,c,n,t,k,k,w,o,e,l
p,f,y,f,f,f,c,n,t,s,k,w,o,e,p
p,x,s,f,s,f,c,n,t,s,k,w,o,e,l
p,f,s,f,s,f,c,n,t,s,s,w,o,e,l
p,f,y,f,s,f,c,n,t,s,s,w,o,e,d
p,f,y,f,y,f,c,n,t,k,k,w,o,e,l
